WKT,nombre,descripción
"POLYGON ((-70.928626 -33.490675, -70.929445 -33.49452, -70.931323 -33.498633, -70.934064 -33.501087, -70.933052 -33.506296, -70.927213 -33.508936, -70.924726 -33.510457, -70.923013 -33.511361, -70.920511 -33.51095, -70.91393 -33.50848700000001, -70.903788 -33.51416799999999, -70.899113 -33.518679, -70.895375 -33.519838, -70.892003 -33.524679, -70.888881 -33.528012999999994, -70.875804 -33.532379, -70.866477 -33.530818, -70.860095 -33.530737, -70.854026 -33.537525, -70.843376 -33.534171, -70.840154 -33.53475600000001, -70.838116 -33.53391, -70.820479 -33.53800100000001, -70.819582 -33.537544, -70.812529 -33.530062, -70.81199525979831 -33.529615785063974, -70.809882 -33.527849, -70.805457 -33.530126, -70.805704 -33.534677, -70.81199525979831 -33.537326963533886, -70.813769 -33.53807400000001, -70.814688 -33.541007, -70.817519 -33.542421, -70.81199525979831 -33.54618980544259, -70.807659 -33.54914800000001, -70.798158 -33.555012, -70.797146 -33.556711, -70.783708 -33.567736, -70.779744 -33.569016, -70.76752 -33.571853, -70.763043 -33.565978, -70.751692 -33.553522, -70.744738 -33.545405, -70.741363 -33.541674, -70.736095 -33.535685, -70.729899 -33.528302, -70.726396 -33.523922, -70.719908 -33.515854, -70.71847 -33.513944, -70.719143 -33.51338, -70.720358 -33.512437, -70.721652 -33.511095, -70.72295 -33.509869, -70.723541 -33.509539, -70.72504 -33.50982199999999, -70.726851 -33.50991500000001, -70.732062 -33.510015, -70.735516 -33.510084, -70.73954 -33.509963, -70.736606 -33.503442, -70.735643 -33.501567, -70.73492900000001 -33.499886, -70.734055 -33.498013, -70.732998 -33.496309, -70.731745 -33.49507799999999, -70.730909 -33.494508999999994, -70.731386 -33.493868, -70.731346 -33.49205500000001, -70.731265 -33.490307, -70.731278 -33.489222999999996, -70.7313 -33.486335, -70.73128500000001 -33.484585, -70.73119 -33.482532, -70.729852 -33.482342, -70.729254 -33.482603, -70.728543 -33.482769, -70.727832 -33.482817, -70.727319 -33.48253100000001, -70.726864 -33.48203199999999, -70.726068 -33.481865000000006, -70.725442 -33.482103, -70.724533 -33.482385, -70.724561 -33.481723, -70.72439 -33.481225, -70.723736 -33.480608, -70.723565 -33.480134, -70.723451 -33.479209, -70.723194 -33.478142999999996, -70.722738 -33.476578, -70.722568 -33.47498900000001, -70.722142 -33.473307000000005, -70.722682 -33.472881, -70.724272 -33.472311000000005, -70.726703 -33.471588, -70.728955 -33.470946, -70.733921 -33.46945, -70.737185 -33.47172799999999, -70.737411 -33.46857, -70.74112 -33.467811, -70.74636 -33.466857, -70.753623 -33.465518, -70.759047 -33.464608, -70.760273 -33.464251, -70.762072 -33.463891999999994, -70.763145 -33.463257000000006, -70.764976 -33.458878000000006, -70.76948 -33.458751, -70.773613 -33.45849700000001, -70.777677 -33.458308, -70.782776 -33.457931, -70.788172 -33.456998, -70.790693 -33.461005, -70.794393 -33.460568, -70.798611 -33.460254, -70.802535 -33.460063, -70.806314 -33.460243, -70.804839 -33.462158, -70.810849 -33.463629999999995, -70.81199525979831 -33.46439273760414, -70.814253 -33.46589500000001, -70.817203 -33.466832000000004, -70.821385 -33.467628, -70.824648 -33.468057, -70.829718 -33.465164, -70.835862 -33.467052, -70.838038 -33.466556, -70.84189 -33.46654600000001, -70.842376 -33.469165, -70.845259 -33.473099999999995, -70.847384 -33.478212, -70.851612 -33.478031, -70.856345 -33.476642, -70.858318 -33.476866, -70.879753 -33.480381, -70.896263 -33.479094, -70.903507 -33.48254000000001, -70.915813 -33.487835, -70.92368 -33.48724, -70.928626 -33.490675))",MAIPÚ,Catherine Barriga Guerra (ind/UDI)
"POLYGON ((-70.631309 -33.450643, -70.630866 -33.452071, -70.629142 -33.457812999999994, -70.62818 -33.461178, -70.626492 -33.466957, -70.625875 -33.468967, -70.625173 -33.4695, -70.624805 -33.469761, -70.624278 -33.470174, -70.624054 -33.470777, -70.623945 -33.47166000000001, -70.622965 -33.474925, -70.619816 -33.474735, -70.613768 -33.474462, -70.609853 -33.474222, -70.60544 -33.474009, -70.598424 -33.473643, -70.596912 -33.47358400000001, -70.596409 -33.473444, -70.59251600000002 -33.473639, -70.591765 -33.47372, -70.589515 -33.473927, -70.589421 -33.473914, -70.588741 -33.473844, -70.588549 -33.474158, -70.588255 -33.474332, -70.587752 -33.474365, -70.587375 -33.47433, -70.587014 -33.47406300000001, -70.586833 -33.473762, -70.586903 -33.473426, -70.586372 -33.473495, -70.58522 -33.473378, -70.584195 -33.473239, -70.582012 -33.472155, -70.579044 -33.47060499999999, -70.577369 -33.469831, -70.577039 -33.470175, -70.576628 -33.470243, -70.576409 -33.470243, -70.57605200000002 -33.470173, -70.575725 -33.469822, -70.575644 -33.469501, -70.575836 -33.46918, -70.57618 -33.468792, -70.575893 -33.467828, -70.575402 -33.466728, -70.574803 -33.465067, -70.574207 -33.463539, -70.573812 -33.462475, -70.573272 -33.461376, -70.572599 -33.459849, -70.572256 -33.459004, -70.572045 -33.458425, -70.571901 -33.457902, -70.571623 -33.457164, -70.57145800000002 -33.456317999999996, -70.571119 -33.454958, -70.570827 -33.453861, -70.570759 -33.453267000000004, -70.57089900000001 -33.45190000000001, -70.571089 -33.450763, -70.571427 -33.448916000000004, -70.572017 -33.445501, -70.572318 -33.44387, -70.572697 -33.441723, -70.572854 -33.440899, -70.573146 -33.439202, -70.573277 -33.43857, -70.573457 -33.43798100000001, -70.573972 -33.43768500000001, -70.57467000000001 -33.437262000000004, -70.57521 -33.437044, -70.576107 -33.436675, -70.57666 -33.436472, -70.577273 -33.436266, -70.578256 -33.435917, -70.578875 -33.435706, -70.579805 -33.435233, -70.58035 -33.434942, -70.580853 -33.434677, -70.581401 -33.434301, -70.582256 -33.433775000000004, -70.582391 -33.434021, -70.583152 -33.434811, -70.583853 -33.435659, -70.584668 -33.436537, -70.585444 -33.437386, -70.586046 -33.438089, -70.586943 -33.43914, -70.5872 -33.439529, -70.587596 -33.440019, -70.588611 -33.441582, -70.588928 -33.442159, -70.590394 -33.444442, -70.590869 -33.445106, -70.591181 -33.44571599999999, -70.591979 -33.446795, -70.592788 -33.44775, -70.59402900000002 -33.447083, -70.59491 -33.446587, -70.596007 -33.446011000000006, -70.596838 -33.445522999999994, -70.597938 -33.444821, -70.598253 -33.444807, -70.599136 -33.44487600000001, -70.599195 -33.444649, -70.599691 -33.444711, -70.601099 -33.444842, -70.602861 -33.445004, -70.60437 -33.445190000000004, -70.606172 -33.445413, -70.608058 -33.44564900000001, -70.608699 -33.445724, -70.609415 -33.44592200000001, -70.610345 -33.44621600000001, -70.61127900000001 -33.446449, -70.611967 -33.44657200000001, -70.61314200000001 -33.446731, -70.613906 -33.446807, -70.613783 -33.447537, -70.614528 -33.447662, -70.615169 -33.447778, -70.615897 -33.447904, -70.61651 -33.44802, -70.617023 -33.44811, -70.617692 -33.448262, -70.618483 -33.44836, -70.618525 -33.44809000000001, -70.61873100000001 -33.447292000000004, -70.619794 -33.447472, -70.620889 -33.447668, -70.621377 -33.447752, -70.622274 -33.447981, -70.623967 -33.448316, -70.625382 -33.448564999999995, -70.626782 -33.448918000000006, -70.628473 -33.449247, -70.631484 -33.449844, -70.631309 -33.450643))",ÑUÑOA,Andrés Zahri Troy (ind/RN)
"POLYGON ((-70.81199525979831 -33.59595779379641, -70.809615 -33.592822, -70.807998 -33.589501, -70.80702 -33.589085000000004, -70.807393 -33.58853499999999, -70.803367 -33.580788, -70.798824 -33.572938, -70.78968900000001 -33.577589, -70.783704 -33.572481, -70.779679 -33.569057, -70.78262 -33.568229, -70.783673 -33.567747000000004, -70.784699 -33.567135, -70.79735400000001 -33.556555, -70.798195 -33.554945999999994, -70.808768 -33.548661, -70.81199525979831 -33.5464057794149, -70.817611 -33.542481, -70.814876 -33.540835, -70.813781 -33.538196, -70.81199525979831 -33.53739255432442, -70.805827 -33.534617, -70.805549 -33.530196999999994, -70.809737 -33.527998999999994, -70.81199525979831 -33.530161093425036, -70.82018100000002 -33.537997, -70.838081 -33.533922, -70.839815 -33.534866, -70.843395 -33.53409500000001, -70.853926 -33.53752, -70.857534 -33.533619, -70.860105 -33.530860000000004, -70.866506 -33.530808, -70.875715 -33.532398, -70.881634 -33.530408, -70.889039 -33.52796299999999, -70.892569 -33.52385, -70.895363 -33.519904, -70.89913 -33.518742, -70.903834 -33.514146, -70.909488 -33.511065, -70.913875 -33.508568, -70.917601 -33.509912, -70.920376 -33.510918, -70.923463 -33.511567, -70.924054 -33.511271, -70.92451 -33.514869999999995, -70.925922 -33.518589, -70.925273 -33.52058399999999, -70.925812 -33.522130000000004, -70.925866 -33.52412400000001, -70.926909 -33.526075000000006, -70.927791 -33.529089, -70.92816 -33.531381, -70.929566 -33.533207, -70.929623 -33.534593, -70.929405 -33.536392, -70.930667 -33.538392, -70.930967 -33.539789, -70.932863 -33.545618, -70.934718 -33.547506000000006, -70.935089 -33.548515, -70.936604 -33.550757, -70.93846 -33.551161, -70.940263 -33.551953000000005, -70.940749 -33.554669, -70.944039 -33.556259, -70.945779 -33.557219, -70.949485 -33.55942, -70.952146 -33.55942099999999, -70.952281 -33.56419, -70.947961 -33.571351, -70.939975 -33.577405, -70.940242 -33.57912000000001, -70.940763 -33.581184, -70.93842 -33.58619800000001, -70.939972 -33.59300900000001, -70.929167 -33.588466, -70.919005 -33.586043999999994, -70.912977 -33.587430999999995, -70.908473 -33.586406, -70.901973 -33.587292, -70.895709 -33.588665, -70.89272 -33.584939000000006, -70.884296 -33.581662, -70.88142 -33.58528900000001, -70.874221 -33.580721, -70.87356700000001 -33.581518, -70.875547 -33.585538, -70.864964 -33.586392, -70.864154 -33.58505400000001, -70.863366 -33.584933, -70.862314 -33.581705, -70.857597 -33.58154, -70.851689 -33.581783, -70.850418 -33.580360000000006, -70.847959 -33.58077099999999, -70.844551 -33.58115800000001, -70.84212 -33.581465, -70.833583 -33.582355, -70.83203 -33.583571, -70.834594 -33.585539, -70.829677 -33.589601, -70.820133 -33.597075, -70.818561 -33.596365, -70.815401 -33.59397899999999, -70.81221100000002 -33.596242, -70.81199525979831 -33.59595779379641))",PADRE HURTADO,José Arellano Merino (RN)
"POLYGON ((-70.685312 -33.47855, -70.685352 -33.479227, -70.686123 -33.48156600000001, -70.687933 -33.486165, -70.688849 -33.48820700000001, -70.69079 -33.492997, -70.691428 -33.49435900000001, -70.693489 -33.49857, -70.695071 -33.50202600000001, -70.694524 -33.50224600000001, -70.692792 -33.50287399999999, -70.690745 -33.503516, -70.688817 -33.504219, -70.684207 -33.505775, -70.683909 -33.50576, -70.68101 -33.50706300000001, -70.678384 -33.50821199999999, -70.676688 -33.508337, -70.675758 -33.508724, -70.670941 -33.510716, -70.6697 -33.50789, -70.66823 -33.504859, -70.665737 -33.499591, -70.663643 -33.49502199999999, -70.661242 -33.489925, -70.659951 -33.48730200000001, -70.658405 -33.483882, -70.656912 -33.480674, -70.656048 -33.478902, -70.654939 -33.476442, -70.655683 -33.476442, -70.657657 -33.476177, -70.661126 -33.475832, -70.662566 -33.475846999999995, -70.664752 -33.475914, -70.66915500000002 -33.476002, -70.671459 -33.476079000000006, -70.671591 -33.478394, -70.672697 -33.478488, -70.674778 -33.478409000000006, -70.676936 -33.478390000000005, -70.679226 -33.478265, -70.67921 -33.476964, -70.680647 -33.476994, -70.683169 -33.476915, -70.685768 -33.47693, -70.685312 -33.47855))",PEDRO AGUIRRE CERDA,Juan Rozas Romero (ind)
"POLYGON ((-70.572287 -33.459221, -70.572604 -33.460055, -70.57335 -33.461561, -70.57380200000001 -33.46260300000001, -70.574521 -33.464498, -70.575496 -33.466983, -70.575896 -33.467829, -70.576105 -33.468798, -70.575839 -33.469137, -70.575587 -33.469487, -70.575735 -33.469995, -70.576308 -33.47026399999999, -70.576643 -33.470344999999995, -70.576823 -33.471126, -70.577446 -33.474072, -70.578752 -33.480174, -70.579354 -33.482998, -70.579895 -33.485898, -70.580441 -33.488502, -70.580903 -33.490131, -70.58181700000002 -33.491577, -70.584534 -33.495874, -70.586802 -33.49963799999999, -70.587801 -33.501642000000004, -70.589433 -33.505647, -70.58967 -33.506728, -70.58995 -33.50896500000001, -70.590216 -33.510246, -70.589073 -33.510661, -70.58870800000001 -33.510507000000004, -70.58816 -33.510342, -70.587655 -33.510155, -70.584232 -33.510284, -70.57985 -33.510616, -70.576448 -33.51088, -70.570093 -33.511373, -70.56578 -33.511687, -70.564317 -33.511241, -70.56052 -33.511543, -70.557045 -33.511743, -70.5507 -33.512273, -70.542328 -33.512497, -70.53632 -33.51296, -70.533262 -33.513195, -70.531526 -33.513358999999994, -70.529441 -33.513740999999996, -70.526798 -33.51467, -70.524168 -33.51416600000001, -70.522355 -33.513938, -70.518263 -33.513250000000006, -70.515938 -33.513404, -70.483249 -33.51492700000001, -70.47533 -33.51524100000001, -70.468851 -33.515392000000006, -70.467673 -33.515508, -70.464731 -33.515935, -70.464134 -33.51518600000001, -70.464226 -33.514118, -70.461983 -33.512891, -70.461196 -33.51284600000001, -70.460365 -33.51199, -70.459104 -33.512076, -70.458104 -33.510816, -70.456953 -33.509812, -70.45588 -33.50917, -70.455766 -33.50847499999999, -70.454496 -33.507971, -70.453414 -33.507587, -70.452808 -33.507029, -70.45235 -33.506026, -70.451369 -33.504673, -70.450074 -33.503984, -70.448889 -33.503057, -70.448456 -33.503008, -70.447605 -33.503002, -70.446549 -33.502995, -70.445813 -33.50271600000001, -70.443402 -33.502475999999994, -70.443084 -33.501795, -70.441355 -33.501021, -70.439932 -33.499676, -70.438237 -33.49668, -70.437283 -33.494441, -70.437204 -33.493892, -70.43715600000002 -33.491811, -70.437177 -33.490325000000006, -70.437143 -33.490124, -70.437169 -33.489524, -70.437671 -33.489088, -70.437944 -33.488863, -70.438166 -33.488811, -70.438485 -33.488686, -70.438886 -33.488588, -70.439525 -33.48838099999999, -70.440326 -33.488126, -70.440726 -33.488006, -70.440979 -33.487879, -70.441606 -33.48755799999999, -70.442146 -33.48727999999999, -70.442522 -33.487085, -70.44292300000001 -33.486884, -70.443445 -33.486614, -70.444379 -33.486136, -70.444616 -33.486029, -70.445052 -33.485804, -70.445527 -33.485573, -70.445831 -33.48540400000001, -70.44599400000001 -33.48532699999999, -70.446322 -33.485158, -70.446506 -33.485061, -70.446764 -33.484930000000006, -70.447046 -33.484791, -70.447353 -33.48463, -70.447546 -33.484534, -70.447723 -33.484443, -70.44787 -33.48437500000001, -70.448042 -33.484283999999995, -70.448155 -33.48422300000001, -70.448344 -33.48414, -70.448366 -33.484119, -70.448513 -33.484048, -70.448681 -33.483962, -70.44894 -33.483829, -70.449087 -33.48373, -70.449217 -33.483634, -70.449393 -33.483525, -70.449543 -33.483408999999995, -70.449727 -33.483292, -70.449999 -33.483104, -70.450447 -33.482798, -70.450869 -33.48251, -70.451254 -33.482247, -70.451792 -33.481875, -70.451936 -33.481781, -70.45209 -33.481674, -70.452347 -33.481507, -70.452581 -33.481343, -70.452868 -33.481141, -70.453318 -33.480844, -70.45362200000001 -33.480635, -70.454032 -33.48035, -70.454372 -33.48012, -70.45476 -33.479854, -70.454987 -33.4797, -70.455229 -33.479561, -70.455587 -33.479352, -70.455795 -33.479234, -70.456021 -33.479101, -70.456211 -33.478985, -70.456419 -33.478872, -70.456632 -33.478745, -70.456878 -33.4786, -70.457075 -33.47849, -70.457225 -33.478399, -70.457466 -33.478262, -70.457809 -33.478064, -70.458144 -33.477865, -70.458275 -33.477788, -70.458602 -33.477598, -70.458901 -33.477426, -70.459258 -33.477219000000005, -70.459423 -33.477123, -70.459559 -33.477044, -70.459802 -33.476906, -70.460126 -33.476719, -70.460404 -33.476551, -70.460747 -33.476355, -70.46109 -33.476152, -70.461482 -33.475927, -70.461771 -33.475871, -70.462371 -33.475757, -70.462736 -33.475682, -70.463423 -33.47555700000001, -70.464032 -33.475435, -70.464739 -33.475300000000004, -70.465398 -33.475156, -70.466045 -33.475048, -70.46652 -33.474944, -70.467161 -33.474996000000004, -70.468707 -33.475088, -70.46979 -33.475165, -70.470782 -33.475226, -70.471291 -33.475254, -70.471891 -33.475289, -70.472675 -33.47471199999999, -70.473049 -33.474466, -70.473532 -33.474108, -70.474036 -33.47375999999999, -70.474469 -33.473646, -70.475146 -33.47344700000001, -70.475461 -33.47282599999999, -70.476131 -33.471627, -70.476378 -33.47124, -70.476713 -33.470574, -70.476937 -33.470144000000005, -70.477135 -33.469962, -70.477568 -33.469583, -70.477945 -33.46925, -70.478365 -33.468867, -70.478785 -33.468444, -70.478943 -33.46834199999999, -70.479318 -33.468008, -70.479724 -33.467702, -70.480032 -33.467513, -70.48039600000001 -33.467207, -70.481065 -33.466723, -70.48137 -33.466498, -70.481688 -33.46632900000001, -70.481953 -33.466052999999995, -70.482604 -33.465598, -70.483859 -33.464710000000004, -70.484269 -33.464358, -70.484583 -33.464176, -70.48520100000002 -33.46368499999999, -70.486127 -33.463034, -70.486399 -33.46178200000001, -70.486616 -33.460648, -70.487431 -33.45935, -70.487688 -33.458769000000004, -70.489106 -33.456009, -70.489579 -33.455048, -70.490424 -33.454577, -70.490889 -33.454461, -70.491973 -33.454533999999995, -70.493297 -33.454542, -70.494551 -33.454547000000005, -70.4962 -33.454609, -70.498501 -33.454683, -70.503371 -33.45474, -70.505676 -33.45480200000001, -70.504261 -33.45722, -70.506234 -33.45930200000001, -70.507518 -33.459501, -70.509029 -33.459733, -70.511374 -33.459761, -70.514155 -33.459832000000006, -70.51756600000002 -33.459755, -70.521397 -33.459589, -70.524931 -33.459415, -70.52958 -33.45928800000001, -70.529749 -33.460001000000005, -70.530233 -33.46123000000001, -70.530661 -33.462407, -70.530736 -33.463901, -70.531273 -33.4654, -70.534182 -33.464653, -70.538163 -33.463566, -70.540158 -33.462978, -70.54113200000002 -33.462871, -70.542238 -33.46287, -70.543926 -33.463641, -70.544432 -33.463612, -70.546255 -33.46343, -70.550837 -33.462633, -70.552284 -33.462650000000004, -70.560493 -33.462529, -70.562188 -33.462512, -70.565462 -33.461439, -70.567883 -33.460597, -70.572131 -33.459029, -70.572287 -33.459221))",PEÑALOLÉN,Carolina Leitao Álvarez-Salamanca (PDC)
 
"POLYGON ((-70.611106 -33.406517, -70.614222 -33.408112, -70.616283 -33.410317, -70.618476 -33.412433, -70.622128 -33.414722, -70.624312 -33.415797, -70.625404 -33.417473, -70.627569 -33.418908, -70.630123 -33.419888, -70.631734 -33.421223, -70.632893 -33.422541, -70.633687 -33.424749, -70.634317 -33.427188, -70.635844 -33.429503, -70.636279 -33.430599, -70.636029 -33.432148, -70.635769 -33.433364, -70.635366 -33.435752, -70.635356 -33.436859, -70.634979 -33.43816, -70.63455 -33.439438, -70.633702 -33.442423, -70.632233 -33.447403, -70.631486 -33.44986, -70.626747 -33.448912, -70.625361 -33.448576, -70.622997 -33.448111, -70.620895 -33.447697, -70.618762 -33.447285, -70.618407 -33.448376, -70.613788 -33.447521, -70.613896 -33.446824, -70.611297 -33.446461, -70.608757 -33.445729, -70.6086 -33.445683, -70.608072 -33.445667, -70.606172 -33.445415, -70.603376 -33.445071, -70.60048 -33.44478, -70.599199 -33.444651, -70.599136 -33.444872, -70.598214 -33.444811, -70.597922 -33.444833, -70.59607 -33.445994, -70.592776 -33.447745, -70.592014 -33.446838, -70.591165 -33.445728, -70.590377 -33.444453, -70.588918 -33.442143, -70.587489 -33.439952, -70.586819 -33.439008, -70.584291 -33.436124, -70.582578 -33.434199, -70.582266 -33.433738, -70.582791 -33.433454, -70.5836 -33.43271, -70.584494 -33.43186, -70.58535 -33.430812, -70.586057 -33.430199, -70.588851 -33.427823, -70.590196 -33.426715, -70.594528 -33.423354, -70.597986 -33.420756, -70.600264 -33.41907, -70.601496 -33.417981, -70.602386 -33.417588, -70.604217 -33.417225, -70.606692 -33.416162, -70.605411 -33.413232, -70.60539 -33.41206, -70.603948 -33.40901, -70.608038 -33.408351, -70.610216 -33.406072, -70.611106 -33.406517))",PROVIDENCIA,Evelyn Matthei Fornet (UDI)
"POLYGON ((-70.81199525979831 -33.35967578099646, -70.81420300000002 -33.360251999999996, -70.816229 -33.361709, -70.818166 -33.36263, -70.819733 -33.362859, -70.821302 -33.364626, -70.822595 -33.366087, -70.823616 -33.369779, -70.825001 -33.371162, -70.826107 -33.371776, -70.828228 -33.372927, -70.828323 -33.374235999999996, -70.828968 -33.37461900000001, -70.829248 -33.376235, -70.831925 -33.377771, -70.83285 -33.37892399999999, -70.832759 -33.37953999999999, -70.83248500000002 -33.380772, -70.834424 -33.38192299999999, -70.837375 -33.382842, -70.837377 -33.383458, -70.837563 -33.384382, -70.839317 -33.385303, -70.839776 -33.384686, -70.843553 -33.38406499999999, -70.845486 -33.382831, -70.849631 -33.38113, -70.854512 -33.378504, -70.856447 -33.378039, -70.860498 -33.37603000000001, -70.866391 -33.37515700000001, -70.870282 -33.37552, -70.87347300000002 -33.374877, -70.87517 -33.373501, -70.876432 -33.373495, -70.87784600000002 -33.374963, -70.882096 -33.375236, -70.885915 -33.373783, -70.887521 -33.37396, -70.889662 -33.37450599999999, -70.894333 -33.375147, -70.901281 -33.368173, -70.907283 -33.366423, -70.910442 -33.366287, -70.932734 -33.37887, -70.941686 -33.380824, -70.944801 -33.382572, -70.951516 -33.382911, -70.953379 -33.392392, -70.954551 -33.398395, -70.952241 -33.40455800000001, -70.954891 -33.40952, -70.949572 -33.41916, -70.95288 -33.433678, -70.957727 -33.440043, -70.95673 -33.447877, -70.952494 -33.45292299999999, -70.951908 -33.456599, -70.953165 -33.46072499999999, -70.9502 -33.468315, -70.939307 -33.474189, -70.933696 -33.474204, -70.923362 -33.486971, -70.91549 -33.488009, -70.896185 -33.479198, -70.880216 -33.480589, -70.85649 -33.476639, -70.851542 -33.47791800000001, -70.847349 -33.47830100000001, -70.845655 -33.473297, -70.842612 -33.469606, -70.84179 -33.466655, -70.839824 -33.466468, -70.835307 -33.466848, -70.82976 -33.465054, -70.824657 -33.468139, -70.814385 -33.465992, -70.81199525979831 -33.46439574096633, -70.810816 -33.463608, -70.804859 -33.462335, -70.806376 -33.460319, -70.802862 -33.459978, -70.800039 -33.460096, -70.796623 -33.46030300000001, -70.790599 -33.460888, -70.788253 -33.457206, -70.782626 -33.45779000000001, -70.77567 -33.458239, -70.764748 -33.458924, -70.764343 -33.46027599999999, -70.763322 -33.463299000000006, -70.762863 -33.463441, -70.762065 -33.463885, -70.759912 -33.464292, -70.759066 -33.464574, -70.748212 -33.466499, -70.737367 -33.46857, -70.737177 -33.471707, -70.731261 -33.467538, -70.731107 -33.46405200000001, -70.731215 -33.454985, -70.732408 -33.45479, -70.738902 -33.453518, -70.739094 -33.45177700000001, -70.739241 -33.450214, -70.739544 -33.446523, -70.740586 -33.44575, -70.740605 -33.445627, -70.740562 -33.444638, -70.740497 -33.441825, -70.7407 -33.43917499999999, -70.740839 -33.436374, -70.740857 -33.433729, -70.740846 -33.43267, -70.740842 -33.429951, -70.740863 -33.429906, -70.742431 -33.429995000000005, -70.744611 -33.429971, -70.746818 -33.429959, -70.748472 -33.429579, -70.749516 -33.42935099999999, -70.75051 -33.429113, -70.75148 -33.428718, -70.752279 -33.42829, -70.753378 -33.428113, -70.754441 -33.42791299999999, -70.755502 -33.427432, -70.757054 -33.427222, -70.757617 -33.427347, -70.75838 -33.427398, -70.760163 -33.427386, -70.761305 -33.427687, -70.762415 -33.427728, -70.763152 -33.427571, -70.764202 -33.42712000000001, -70.766631 -33.42598600000001, -70.767596 -33.425359, -70.76958 -33.425209, -70.771007 -33.42487500000001, -70.771739 -33.424935000000005, -70.773257 -33.424633, -70.775258 -33.424306, -70.776767 -33.423022, -70.777554 -33.420196, -70.778257 -33.419447, -70.778885 -33.418691, -70.778948 -33.41847, -70.779024 -33.417632, -70.779187 -33.41738, -70.779953 -33.416674, -70.780899 -33.416188999999996, -70.78101 -33.415916, -70.782065 -33.415855, -70.782375 -33.407902, -70.78218800000002 -33.405541, -70.781789 -33.404884, -70.776698 -33.400113, -70.759256 -33.38593, -70.808019 -33.355487999999994, -70.809314 -33.355951, -70.809499 -33.35694999999999, -70.810975 -33.357565, -70.810977 -33.35941, -70.81199525979831 -33.35967578099646))",PUDAHUEL,Johnny Carrasco Cerda (PS)
 
"POLYGON ((-70.4891 -33.541369, -70.49485 -33.542626000000006, -70.500324 -33.545829000000005, -70.51047 -33.542898, -70.514304 -33.541719, -70.51662 -33.542453, -70.51949 -33.542885000000005, -70.529928 -33.544835000000006, -70.532468 -33.545299, -70.54161500000001 -33.546907, -70.5539 -33.548095, -70.55445 -33.548053, -70.568163 -33.547561, -70.563353 -33.55332500000001, -70.557255 -33.56085099999999, -70.563913 -33.562158999999994, -70.584576 -33.565691, -70.583924 -33.568913, -70.592177 -33.569993, -70.592489 -33.570223000000006, -70.592764 -33.569985, -70.597699 -33.567899, -70.597982 -33.567734, -70.59952 -33.567365, -70.600784 -33.567582, -70.605147 -33.56883400000001, -70.611387 -33.570231, -70.609401 -33.580765, -70.609992 -33.580896, -70.609426 -33.586958, -70.608561 -33.58715499999998, -70.607004 -33.59594999999999, -70.606074 -33.602083, -70.618176 -33.603905, -70.626838 -33.604897, -70.626655 -33.610164, -70.626526 -33.61875100000001, -70.62762 -33.623164, -70.628576 -33.627907, -70.629507 -33.63211400000001, -70.630706 -33.638522, -70.631269 -33.64171000000002, -70.631926 -33.644153, -70.628409 -33.64253900000001, -70.625956 -33.64240600000001, -70.622897 -33.64315500000001, -70.621265 -33.643103, -70.617733 -33.64342, -70.614926 -33.643077, -70.61087 -33.642066, -70.606907 -33.641295, -70.601805 -33.640708, -70.598229 -33.639695, -70.597187 -33.637385, -70.595188 -33.637614, -70.591538 -33.638169, -70.590217 -33.637707999999996, -70.589607 -33.635978, -70.58779300000002 -33.634874, -70.585681 -33.633778, -70.583114 -33.634389, -70.580945 -33.634247000000016, -70.579666 -33.631103, -70.57717 -33.627825, -70.575301 -33.626431, -70.571273 -33.625258, -70.567947 -33.625975, -70.566847 -33.624317, -70.566533 -33.621099, -70.564596 -33.620316, -70.5611 -33.620481, -70.557371 -33.621085, -70.554535 -33.619941, -70.550862 -33.61844, -70.547672 -33.61841, -70.544023 -33.61808, -70.541084 -33.619982, -70.538474 -33.619329, -70.534878 -33.61708600000001, -70.533032 -33.616271, -70.529037 -33.61594699999999, -70.525692 -33.616147000000005, -70.519577 -33.615768, -70.516704 -33.61370800000001, -70.51349000000002 -33.61365, -70.510178 -33.613424, -70.508313 -33.611734000000006, -70.508612 -33.608993, -70.506668 -33.607769, -70.50338 -33.60861899999999, -70.500267 -33.608203, -70.497954 -33.60509, -70.501093 -33.60123200000001, -70.497766 -33.600376, -70.491109 -33.597782, -70.488079 -33.594974, -70.484237 -33.594661, -70.480181 -33.593906, -70.478841 -33.589664, -70.477029 -33.589242000000006, -70.478266 -33.580507, -70.480813 -33.57539500000001, -70.485089 -33.566823, -70.489112 -33.559717, -70.487717 -33.554154999999994, -70.485986 -33.548026, -70.486758 -33.544439, -70.486075 -33.540658, -70.4891 -33.541369))",PUENTE ALTO,Germán Codina Powers (RN)
